,SongID,Lyrics
941,ShameThe Motels,"['A very simple statement', 'A very simple crime', 'A lot of grief reflecting', 'In how we spend our time', '', 'I want to change things', 'I want to make a change', ""I'm tired of spending time"", 'Agonizing yesterdays', '', 'Shame on me, shame on you', 'Shame on every little', 'Thing that we do', 'Shame on me, shame on you', ""Now there's only one"", 'Thing we can do', '', 'Another empty day', 'Another day comes true', 'A lot of selfish dreams', 'Are waiting here for you', '', ""I've got to have you"", ""I've got no one to blame"", ""It's just the two of us"", 'With nothing left to say but', '', 'Shame on me, shame on you', 'Shame on every little', 'Thing that we do', 'Shame on me, shame on you', ""Now there's only one"", 'Thing we can do', '', 'Shame on me, shame on you', 'Shame on me, shame on you', '', ""I've got to change things"", ""I've got to make a change"", ""I'm tired of spending time"", 'Agonizing yesterdays', '', 'Shame on me, shame on you', 'Shame on every little', 'Thing that we do', 'Shame on me, shame on you', ""Now there's only one"", 'Thing we can do', '', 'Shame on me, shame on you', 'Shame on me, shame on you', 'Shame on me, shame on you...']"
942,SoulsRick Springfield,"['It all started here, she was a girl form the midwest', 'He was a stranger in a strange land', 'Same old story', 'He came for the glory', ""She came looking for a young man's hand"", '', 'But they found bright lights', 'And endless nights', 'And men just used her innocent ways', 'He found it all so pretty, hypnotized by the city', 'They lost sight of the reason', 'They lost count of the days', '', 'And they were two souls searching for each other', 'One spirit looking for the other', 'Caught between a hard hard place and a rock', '', 'Two souls searching for heaven', 'Rolling the dice looking for a seven', 'To the tick, tick, ticking of time', 'Gotta beat the clock', '', 'Too many nights on the ledge', 'He acquired a knife-edge', ""Still the city didn't acquiesce to his demands"", 'Some nights she cried for pity in the heart of the city', 'The city smacked her hands', '', 'He met her one endless night', 'Her eyes had a light', 'There was something familiar about the smell of her skin', 'He held her tighter and tighter', 'As he danced inside her', 'She know from the moment that she let him in', '', ""They'd been two souls searching for each other"", 'One spirit looking for the other', 'Caught between a hard hard place and a rock', '', 'Two souls searching for heaven', 'Rolling the dice looking for a seven', 'To the tick, tick, ticking of time', 'Gotta beat the clock', 'Beat the clock', 'Beat the clock', 'Beat the clock', '', 'Two souls searching for each other', 'One spirit looking for the other', 'Caught between a hard hard place and a rock', '', 'Two souls searching for heaven', 'Rolling the dice looking for a seven', 'To the tick, tick, ticking of time', 'Gotta beat the clock']"
943,"1, 2, 3, 4Plain White T's","['*********************', 'Error: URL not valid', '1-2-3-4', 'plain-white-ts', 'https://genius.com/plain-white-ts-1-2-3-4-lyrics']"
944,Any Way You Want ItJourney,"['[Intro]', 'Any way you want it', ""That's the way you need it"", 'Any way you want it', '', '[Verse 1]', 'She loves to laugh', 'She loves to sing', 'She does everything', 'She loves to move', 'She loves to groove', 'She loves the loving things', '', '[Pre-Chorus]', 'Ooh, all night', 'All night', 'Oh, every night', 'So hold tight', 'Hold tight', 'Ooh, baby, hold tight', 'Oh, she said', '', '[Chorus]', 'Any way you want it', ""That's the way you need it"", 'Any way you want it', 'She said, Any way you want it', ""That's the way you need it"", 'Any way you want it', '', '[Verse 2]', 'I was alone', 'I never knew', 'What good love could do', 'Ooh, then we touched', 'Then we sang', 'About the loving things', '', '[Pre-Chorus]', 'Ooh, all night', 'All night', 'Oh, every night', 'So hold tight', 'Hold tight', 'Ooh baby, hold tight', 'Oh, she said', '', '[Chorus]', 'Any way you want it', ""That's the way you need it"", 'Any way you want it', 'I said, any way you want it', ""That's the way you need it"", 'Any way you want it', '', '[Interlude]', '', '[Bridge]', 'She said ohh', 'Hold on', 'Hold on', 'Hold on', '', '[Chorus]', 'Oh, she said any way you want it', ""That's the way you need it"", 'Any way you want it', '(Any way) Any way you want it', ""That's the way you need it"", 'Any way you want it', '', '[Chorus]', 'Oh, she said any way you want it', ""That's the way you need it"", 'Any way you want it', 'Any way you want it', ""That's the way you need it"", 'Any way you want it', '', '[Chorus]', 'Any way you want it', ""That's the way you need it"", 'Any way you want it', 'Any way you want it', ""That's the way you need it"", 'Any way you want it', '', '[Chorus]', '(Any way) Any way you want it', ""That's the way you need it"", 'Any way you want it', '(Any way) Any way you want it', ""That's the way you need it"", 'Any way you want it', '', '[Chorus]', '(Any way) Any way you want it', ""That's the way you need it"", 'Any way you want it', '(Any way) Any way you want it', ""That's the way you need it"", 'Any way you want it']"
945,Ta TaClyde McPhatter,"['When I hold my baby tight', 'With all my might', ""I tell her I'm gonna never"", 'Let her out of my sight', '', 'She says ta ta', 'Just like a baby', '', 'You know she fears no harm', ""When she's in my arms"", 'With me telling her', 'All about her charms', '', 'She says ta ta ta', 'Just like a baby', '', 'Come here, let me bend your ear', 'Tell you of this love of mine', 'The way she soothes me', 'The way she grooves me', ""She's the only one"", 'That ever moves me', '', ""She says it's good to have"", 'A love to call your own', 'Instead of being in a crowd', 'Feeling all alone', '', 'And I say ta ta', 'Just like a baby', '', 'Come here, let me bend your ear', 'Tell you of this love of mine', 'The way she soothes me', 'The way she grooves me', ""She's the only one"", 'That ever moves me', '', ""She says it's good to have"", 'A love to call your own', 'Instead of being in a crowd', 'Feeling all alone', '', 'And I say ta ta', 'Just like a baby']"
946,Tequila Makes Her Clothes Fall OffJoe Nichols,"['[Verse 1]', 'She said, ""I\'m going out with my girlfriends', 'Margaritas at the Holiday Inn""', 'Oh, have mercy, my only thought', 'Was tequila makes her clothes fall off', '', '[Verse 2]', 'I told her put an extra layer on', 'I know what happens when she drinks Patrón', ""Her closet's missing half the things she bought"", 'Yeah, tequila makes her clothes fall off', '', '[Chorus]', ""She'll start by kicking out of her shoes"", 'Lose an earring in her drink', 'Leave her jacket in the bathroom stall', 'Drop a contact down the sink', '', '[Verse 3]', ""Them pantyhose ain't gonna last too long"", 'If the DJ puts Bon Jovi on', 'She might come home in a tablecloth', 'Yeah, tequila makes her clothes fall off', 'Whoa', '', '[Verse 4]', 'She can handle any champagne brunch', 'A bridal shower with Bacardi punch', 'Jello shooters full of Smirnoff', 'But tequila makes her clothes fall off', '', '[Chorus]', ""She'll start by kicking out of her shoes"", 'Lose an earring in her drink', 'Leave her jacket in the bathroom stall', 'Drop a contact down the sink', '', '[Outro]', ""She don't mean nothing"", ""She's just having fun"", 'Tomorrow she\'ll say, ""Oh, what have I done?""', 'Her friends will joke about the stuff she lost', 'Yeah, Tequila makes her clothes fall off', 'Oh, Tequila makes her clothes fall off', 'Oh, Tequila makes her clothes fall off']"
947,Ooo Baby BabyThe Miracles,"['*********************', 'Error: URL not valid', 'ooo-baby-baby', 'the-miracles', 'https://genius.com/the-miracles-ooo-baby-baby-lyrics']"
948,Slipping AwayDave Edmunds,"['I can feel you slipping away from me', 'A little bit further now every day', ""I'm holding on, but I can't believe"", 'This is how you want it to be', '', ""Oh, you're slipping away"", ""Oh, you're slipping away"", '', 'It feels like walking down a long, dark road', 'You never talk to me the way you did before', 'You ride through the city with your head held high', 'And all I can do is watch you go by', '', ""Oh, you're slipping away"", ""Oh, you're slipping away"", '', ""I'm gonna give it all I've got to give"", ""I've got to hold on, see what tomorrow brings"", ""You're slipping away, but give me one more try"", 'One more chance to wipe these tears from my eyes', ""You're slipping away"", ""Oh, you're slipping away""]"
949,Roll With MeMontgomery Gentry,"['Wake up in the morning', 'Get to living my life', 'Making sure im all that I can be', 'Went to church on sunday', 'There was a moment that came', 'I swear it was like the lord spoke right to me', '', 'So now Im slowing it down', 'And im looking around', 'And im loving this town', 'And im doing alright', ""Ain't worried about nothing"", 'Except for the man I wanna be', 'Im thinking maybe its time', 'To be living the rhyme', 'When im singing a song', 'About nothing but right', 'And it sure would be nice', 'If you would roll with me', '', 'Saw a kid last winter', 'Only 20 years old', 'Being laid to rest', 'While his mom stood by his side', 'It sure was hard to watch those tears run down her face', 'Made me think how we all just have our time', '', 'So now Im slowing it down', 'And im looking around', 'And im loving this town', 'And im doing alright', ""Ain't worried about nothing"", 'Except for the man I wanna be', 'Im thinking maybe its time', 'To be living the rhyme', 'When im singing a song', 'About nothing but right', 'And it sure would be nice', 'If you would roll with me', '', 'Who knows whats up ahead', 'I think id rather not know instead', '', 'So now Im slowing it down', 'And im looking around', 'And im loving this town', 'And im doing alright', ""Ain't worried about nothing"", 'Except for the man I wanna be', 'Im thinking maybe its time', 'To be living the rhyme', 'When im singing a song', 'About nothing but right', 'And it sure would be nice', 'If you would roll with me', '', 'Maybe its time', 'To be living the rhyme', 'When im singing a song', 'About nothing but right', 'And it sure would be nice', 'If you would roll with me', '', 'If you would roll with me', 'If you would roll with me']"
950,Accidentally In LoveCounting Crows,"['[Verse 1]', 'So, she said, ""What\'s the problem, baby?""', ""What's the problem? I don't know"", ""Well, maybe I'm in love (love)"", 'Think about it, every time I think about it', ""Can't stop thinking 'bout it"", 'How much longer will it take to cure this?', ""Just to cure it, 'cause I can't ignore it if it's love (love)"", 'Makes me wanna turn around and face me', ""But I don't know nothing 'bout love, no"", '', '[Chorus 1]', 'Come on, come on', 'Turn a little faster', 'Come on, come on', 'The world will follow after', 'Come on, come on', ""Because everybody's after love"", '', '[Verse 2]', ""So I said, I'm a snowball running"", ""Running down into the spring that's coming all this love"", 'Melting under blue skies', 'Belting out sunlight', 'Shimmering love', 'Well, baby, I surrender', 'To the strawberry ice cream', 'Never ever end of all this love', ""Well, I didn't mean to do it"", ""But there's no escaping your love, oh"", 'These lines of lightning', ""Mean we're never alone"", 'Never alone, no, no', '', '[Chorus 2]', 'Come on, come on', 'Move a little closer', 'Come on, come on', 'I wanna hear you whisper', 'Come on, come on', 'Settle down inside my love', 'Come on, come on', 'Jump a little higher', 'Come on, come on', 'If you feel a little lighter', 'Come on, come on', 'We were once upon a time in love', '', '[Bridge]', ""We're accidentally in love"", 'Accidentally in love', 'Accidentally in love', 'Accidentally in love', 'Accidentally in love', 'Accidentally in love', 'Accidentally in love', 'Accidentally in love', 'Accidentally', '', '[Breakdown]', ""I'm in love, I'm in love"", ""I'm in love, I'm in love"", ""I'm in love, I'm in love"", 'Accidentally', ""I'm in love, I'm in love"", ""I'm in love, I'm in love"", ""I'm in love, I'm in love"", 'Accidentally', '', '[Chorus 3]', 'Come on, come on', 'Spin a little tighter', 'Come on, come on', ""And the world's a little brighter"", 'Come on, come on', 'Just get yourself inside her love', ""I'm in love""]"
